罪人的控訴,劇情,https://movies.yahoo.com.tw/x/r/w420/i/o/production/movies/April2020/wYwU8fDWTQAgK8ab7UtF-504x720.jpg,改編自德國律師作家費迪南馮席拉赫最暢銷小說《誰無罪》，從一起謀殺案、發現其中還隱含另一個更讓人背脊發涼的驚悚事件，一個連殺人兇手都無法追緝、正義也無法伸張的歷史懸案。票房名導馬可克魯茲沛納成功改編這個司法殺人案件故事，看似犯罪電影，更是法學推理傑作。電影除震驚德國上下，更逼出貌似沉著冷靜的德國人、一度不願面對的真相，連續七週稱霸德國電影票房冠軍，創下2億多台幣的票房佳績，並獲美媒大推「力道震撼，值得一看！」。
羅根,動作,https://movies.yahoo.com.tw/x/r/w420/i/o/production/movies/May2020/KrbQCPqDfHY5kPmUCYvF-495x720.jpg,★ 經典超級英雄系列完美終章！該角自2000年首登大銀幕後，就由好萊塢重量級巨星休傑克曼所詮釋至今，17年的完美演出讓他與「金鋼狼」角色形象密不可分並深植全球影迷之心。最終章《羅根》將時間拉到不久的未來，疲憊失志的羅根，背負著年邁力衰的X教授生計，躲藏在人煙稀少的墨西哥邊境，他企圖遠離塵囂並自此在這世上消聲匿跡，沒想到一位年幼的變種人到來，伴隨著一群龐大殘暴的組織追殺，驚動了他的與世無爭生活，更被迫攪入這場鬥爭…...
美好拾光公司,劇情,https://movies.yahoo.com.tw/x/r/w420/i/o/production/movies/March2020/e5ip7r3FiTsLWXSUofpW-505x720.jpg,★ 2019坎城影展非競賽片 備受矚目 好評如潮 ★ 如果可以讓美好時光重塑 如果深刻感情能夠再度重溫 你想回到哪一天？結婚超過四十年，曾經的暢銷作家維多漸漸失去寫作靈感，婚姻也亮起紅燈。對生活喪失熱忱的他，決定接受「美好拾光公司」提供的客製化神祕體驗，帶他回到酒吧遇見摯愛的那一天，重溫那一刻的美好浪漫......
花木蘭,動作,https://movies.yahoo.com.tw/x/r/w420/i/o/production/movies/May2020/3p8c0isJzf1MKNuyA1B2-800x1142.jpg,★迪士尼經典動畫《花木蘭》真人版登上大銀幕！當北方入侵者大舉來襲，華夏隨即陷入國族的安危，面對兵力短缺的情況下，皇上下令徵召民間每個家族必派一位壯丁從軍；身為花家長女的花木蘭，決定代替年老病衰的父親，女扮男裝投入軍旅生活。木蘭以鋼鐵般的意志，及過人的智慧，奮勇殺敵解救了國家，並為家族帶來榮耀，更讓自己成為中國有史以來最偉大的戰士之一。
萬花嬉春,劇情,https://movies.yahoo.com.tw/x/r/w420/i/o/production/movies/June2020/savbqKlcSixNSGZitvEk-505x720.jpg,百年百大歌舞電影之首，好萊塢黃金時代最歡樂的不朽傑作！以好萊塢無聲片過度到有聲片的1920年代為背景，用歌舞貫穿劇情，敘述業餘舞者出生的默片明星唐洛克伍，與好友科斯莫布朗努力打拼進入好萊塢的過程，而唐憑著姣好的外貌與琳娜拉蒙被電影公司塑造成炙手可熱的銀幕情侶，琳娜為了掩飾自己在有聲片中難聽的嗓音，逼迫才藝俱佳的新進演員凱西薛爾頓一輩子作為她的替「聲」，因此唐只好使出非常手段揭穿琳娜的虛假形象，最後與凱西成為受到眾人祝福的情侶。
藍色恐懼：數位修復版,卡通動畫,https://p2.bahamut.com.tw/B/2KU/44/ab5213ead4da4232c325fcdd6b18ick5.JPG?v=1589537691268,《千年女優》《東京教父》《盜夢偵探》日本動畫大師-今敏 一鳴驚人首部作，全新數位修復版首度在台上映！霧越未麻是女子偶像團體「CHAM」中的成員之一，但在公司的決策下，單飛告別舞台挑戰演員之路，但她卻感覺內心有聲音抗拒這個決定，視為她為背叛者的粉絲，則如影隨形恐嚇著她。而隨著星運多舛的全新開始，未麻卻覺得發現自己的腦袋漸趨混亂，彷彿有「另一個自己」正在悄然形成。與此同時，身邊眾人竟一個個死於非命。在面對社會壓力和懸案疑雲之際，一場風暴即將發生……
蚵豐村,劇情,https://www.vscinemas.com.tw/vsweb/upload/film/film_20200604002.jpg,台灣西南角落，日漸下沉的蚵村，迎來又一次王船慶典。年近三十的盛吉離村混跡大城市多年，此時故作風光，扮了個叱吒都會商場的成功姿態回鄉。隨著祭典升溫，盛吉得用脆弱偽裝，面對顧了一輩子蚵地的頑固父親順明；而在另一頭，還有對他的「成功」眼紅已久的兒時玩伴昆男，此刻正暗想靠著盛吉鹹魚翻身。小小蚵村，人人都有張難以卸下的面具；潮水將退，隨著兩代漁村人的腳步，追尋他們難以回溯的家鄉。
蝙蝠俠：開戰時刻,動作,https://upload.wikimedia.org/wikipedia/zh/thumb/e/ef/Batman_begins_poster.jpg/220px-Batman_begins_poster.jpg,克里斯多夫諾蘭  經典作品「黑暗騎士三部曲」重返大銀幕！【蝙蝠俠：開戰時刻】史詩序曲傳奇重現，IMDb 8.2 爛蕃茄 84%，看布魯斯韋恩以血肉之軀踏進高譚市最黑暗的街區，面對邪惡勢力打擊犯罪的同時，也一步步戰勝自己的恐懼。
被遺忘的人生,劇情,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2020/03/16/realtime/7604843.jpg&x=0&y=0&sw=0&sh=0&sl=W&fw=1050,劇情描述一對感情甚篤的姊妹，姊姊姬達渴望著真愛的降臨，妹妹尤莉絲則希望成為一名鋼琴家。被迫生活在兩地的她們，不斷努力尋找對方，卻總在峰迴路轉的命運中擦身而過…...。該片在坎城首映時感動全場，不少觀眾哭成淚人，甚至淚擁演員哭成一團。電影在美國電影專業網IMDB奪得7.9分的高評，並獲國際媒體〈銀幕〉讚譽「深厚情感超越任何言語」，更提醒觀眾「最好要準備手帕」。
見鬼的戀愛季節,喜劇,https://movies.yahoo.com.tw/i/o/production/movies/April2020/7Rv3pTAnJMliEjU3DXOB-702x1000.jpg,想過自己為何會單身嗎？單身理由千百種，有人是因為愛抱怨，有人是因為太花心，也有人是因為太文青。但小琳的理由竟是因為「看得到鬼」。被甩之後，她決定收拾心情、揹起行囊，一人踏上失戀療傷之旅。小琳孤身前往泰北的丘媚潘步道療傷，因此遇見小普，這個在感情和工作方面雙雙受挫的魯蛇編劇，為了尋找寫鬼片劇本的靈感，想找看得到鬼的人幫忙，兩個低潮的人意外相遇，並展開了一連串的冒險。
