title,theater,location
天后小助理,國賓影城@台北微風廣場,台北市復興南路一段39號7樓
天后小助理,國賓影城@台北長春廣場,台北市中山區長春路176號
天后小助理,國賓影城@台南國賓廣場,台南市中華東路一段66號
天后小助理,國賓影城@屏東環球購物中心,屏東市仁愛路90號6樓
天后小助理,國賓影城@新莊晶冠廣場,新北市新莊區五工路66號3樓
天后小助理,國賓影城@林口昕境廣場,新北市林口區文化三路一段402巷2號4F
天后小助理,國賓影城@淡水禮萊廣場,新北市淡水區中正路一段2號
天后小助理,國賓影城@金門昇恆昌金湖廣場,金門縣金湖鎮太湖路二段198號6樓
天后小助理,國賓影城@高雄大魯閣草衙道,高雄市前鎮區中山四路100號3樓
天后小助理,國賓影城@高雄義大世界,高雄市大樹區學城路一段12號3樓
婚姻大崩壞,國賓影城@中和環球購物中心,新北市中和區中山路三段122號4樓
婚姻大崩壞,國賓影城@八德廣豐新天地,桃園市八德區介壽路一段728號
婚姻大崩壞,國賓影城@台北微風廣場,台北市復興南路一段39號7樓
婚姻大崩壞,國賓影城@台北長春廣場,台北市中山區長春路176號
婚姻大崩壞,國賓影城@台南國賓廣場,台南市中華東路一段66號
婚姻大崩壞,國賓影城@屏東環球購物中心,屏東市仁愛路90號6樓
婚姻大崩壞,國賓影城@新莊晶冠廣場,新北市新莊區五工路66號3樓
婚姻大崩壞,國賓影城@林口昕境廣場,新北市林口區文化三路一段402巷2號4F
婚姻大崩壞,國賓影城@淡水禮萊廣場,新北市淡水區中正路一段2號
婚姻大崩壞,國賓影城@高雄大魯閣草衙道,高雄市前鎮區中山四路100號3樓
婚姻大崩壞,國賓影城@高雄義大世界,高雄市大樹區學城路一段12號3樓
弒婚遊戲,國賓影城@中和環球購物中心,新北市中和區中山路三段122號4樓
弒婚遊戲,國賓影城@八德廣豐新天地,桃園市八德區介壽路一段728號
弒婚遊戲,國賓影城@台北微風廣場,台北市復興南路一段39號7樓
弒婚遊戲,國賓影城@台北長春廣場,台北市中山區長春路176號
弒婚遊戲,國賓影城@台南國賓廣場,台南市中華東路一段66號
弒婚遊戲,國賓影城@屏東環球購物中心,屏東市仁愛路90號6樓
弒婚遊戲,國賓影城@新莊晶冠廣場,新北市新莊區五工路66號3樓
弒婚遊戲,國賓影城@林口昕境廣場,新北市林口區文化三路一段402巷2號4F
弒婚遊戲,國賓影城@淡水禮萊廣場,新北市淡水區中正路一段2號
弒婚遊戲,國賓影城@金門昇恆昌金湖廣場,金門縣金湖鎮太湖路二段198號6樓
弒婚遊戲,國賓影城@高雄大魯閣草衙道,高雄市前鎮區中山四路100號3樓
弒婚遊戲,國賓影城@高雄義大世界,高雄市大樹區學城路一段12號3樓
彼得漢德克：我在森林，晚一點到,國賓影城@台北長春廣場,台北市中山區長春路176號
惡棍英雄：死侍.,國賓影城@中和環球購物中心,新北市中和區中山路三段122號4樓
惡棍英雄：死侍.,國賓影城@八德廣豐新天地,桃園市八德區介壽路一段728號
惡棍英雄：死侍.,國賓影城@台北微風廣場,台北市復興南路一段39號7樓
惡棍英雄：死侍.,國賓影城@台北長春廣場,台北市中山區長春路176號
惡棍英雄：死侍.,國賓影城@台南國賓廣場,台南市中華東路一段66號
惡棍英雄：死侍.,國賓影城@屏東環球購物中心,屏東市仁愛路90號6樓
惡棍英雄：死侍.,國賓影城@新莊晶冠廣場,新北市新莊區五工路66號3樓
惡棍英雄：死侍.,國賓影城@林口昕境廣場,新北市林口區文化三路一段402巷2號4F
惡棍英雄：死侍.,國賓影城@淡水禮萊廣場,新北市淡水區中正路一段2號
惡棍英雄：死侍.,國賓影城@金門昇恆昌金湖廣場,金門縣金湖鎮太湖路二段198號6樓
惡棍英雄：死侍.,國賓影城@高雄大魯閣草衙道,高雄市前鎮區中山四路100號3樓
惡棍英雄：死侍.,國賓影城@高雄義大世界,高雄市大樹區學城路一段12號3樓
慾望街車,國賓大戲院,台北市成都路88號
慾望街車,國賓影城@台北微風廣場,台北市復興南路一段39號7樓
慾望街車,國賓影城@台北長春廣場,台北市中山區長春路176號
慾望街車,國賓影城@台南國賓廣場,台南市中華東路一段66號
戀戀琴聲,國賓影城@台北長春廣場,台北市中山區長春路176號
捕魔網,國賓影城@台北長春廣場,台北市中山區長春路176號
捕魔網,國賓影城@台南國賓廣場,台南市中華東路一段66號
捕魔網,國賓影城@新莊晶冠廣場,新北市新莊區五工路66號3樓
明信片謀殺案,國賓大戲院,台北市成都路88號
明信片謀殺案,國賓影城@中和環球購物中心,新北市中和區中山路三段122號4樓
明信片謀殺案,國賓影城@八德廣豐新天地,桃園市八德區介壽路一段728號
明信片謀殺案,國賓影城@台北微風廣場,台北市復興南路一段39號7樓
明信片謀殺案,國賓影城@台北長春廣場,台北市中山區長春路176號
明信片謀殺案,國賓影城@台南國賓廣場,台南市中華東路一段66號
明信片謀殺案,國賓影城@屏東環球購物中心,屏東市仁愛路90號6樓
明信片謀殺案,國賓影城@新莊晶冠廣場,新北市新莊區五工路66號3樓
明信片謀殺案,國賓影城@林口昕境廣場,新北市林口區文化三路一段402巷2號4F
明信片謀殺案,國賓影城@淡水禮萊廣場,新北市淡水區中正路一段2號
明信片謀殺案,國賓影城@金門昇恆昌金湖廣場,金門縣金湖鎮太湖路二段198號6樓
明信片謀殺案,國賓影城@高雄大魯閣草衙道,高雄市前鎮區中山四路100號3樓
明信片謀殺案,國賓影城@高雄義大世界,高雄市大樹區學城路一段12號3樓
普立茲記者,國賓影城@台北長春廣場,台北市中山區長春路176號
最瘋狂的旅程,國賓影城@台北長春廣場,台北市中山區長春路176號
末代皇帝（數位修復版）,國賓影城@台北微風廣場,台北市復興南路一段39號7樓
末代皇帝（數位修復版）,國賓影城@台北長春廣場,台北市中山區長春路176號
波希米亞狂想曲..,國賓影城@中和環球購物中心,新北市中和區中山路三段122號4樓
波希米亞狂想曲..,國賓影城@八德廣豐新天地,桃園市八德區介壽路一段728號
波希米亞狂想曲..,國賓影城@台北微風廣場,台北市復興南路一段39號7樓
波希米亞狂想曲..,國賓影城@台北長春廣場,台北市中山區長春路176號
波希米亞狂想曲..,國賓影城@台南國賓廣場,台南市中華東路一段66號
波希米亞狂想曲..,國賓影城@屏東環球購物中心,屏東市仁愛路90號6樓
波希米亞狂想曲..,國賓影城@新莊晶冠廣場,新北市新莊區五工路66號3樓
波希米亞狂想曲..,國賓影城@林口昕境廣場,新北市林口區文化三路一段402巷2號4F
波希米亞狂想曲..,國賓影城@淡水禮萊廣場,新北市淡水區中正路一段2號
波希米亞狂想曲..,國賓影城@高雄大魯閣草衙道,高雄市前鎮區中山四路100號3樓
波希米亞狂想曲..,國賓影城@高雄義大世界,高雄市大樹區學城路一段12號3樓
深海擴散,國賓影城@中和環球購物中心,新北市中和區中山路三段122號4樓
深海擴散,國賓影城@八德廣豐新天地,桃園市八德區介壽路一段728號
深海擴散,國賓影城@台北微風廣場,台北市復興南路一段39號7樓
深海擴散,國賓影城@台北長春廣場,台北市中山區長春路176號
深海擴散,國賓影城@台南國賓廣場,台南市中華東路一段66號
深海擴散,國賓影城@屏東環球購物中心,屏東市仁愛路90號6樓
深海擴散,國賓影城@新莊晶冠廣場,新北市新莊區五工路66號3樓
深海擴散,國賓影城@林口昕境廣場,新北市林口區文化三路一段402巷2號4F
深海擴散,國賓影城@淡水禮萊廣場,新北市淡水區中正路一段2號
深海擴散,國賓影城@金門昇恆昌金湖廣場,金門縣金湖鎮太湖路二段198號6樓
深海擴散,國賓影城@高雄大魯閣草衙道,高雄市前鎮區中山四路100號3樓
深海擴散,國賓影城@高雄義大世界,高雄市大樹區學城路一段12號3樓
烈火情人,國賓影城@台北長春廣場,台北市中山區長春路176號
玩命Online：雙槍對決,國賓影城@台南國賓廣場,台南市中華東路一段66號
玩命Online：雙槍對決,國賓影城@新莊晶冠廣場,新北市新莊區五工路66號3樓
玩命Online：雙槍對決,國賓影城@高雄大魯閣草衙道,高雄市前鎮區中山四路100號3樓
玩命Online：雙槍對決,國賓影城@高雄義大世界,高雄市大樹區學城路一段12號3樓
福島50英雄,國賓影城@中和環球購物中心,新北市中和區中山路三段122號4樓
福島50英雄,國賓影城@八德廣豐新天地,桃園市八德區介壽路一段728號
福島50英雄,國賓影城@台北微風廣場,台北市復興南路一段39號7樓
福島50英雄,國賓影城@台北長春廣場,台北市中山區長春路176號
福島50英雄,國賓影城@台南國賓廣場,台南市中華東路一段66號
福島50英雄,國賓影城@屏東環球購物中心,屏東市仁愛路90號6樓
福島50英雄,國賓影城@新莊晶冠廣場,新北市新莊區五工路66號3樓
福島50英雄,國賓影城@林口昕境廣場,新北市林口區文化三路一段402巷2號4F
福島50英雄,國賓影城@淡水禮萊廣場,新北市淡水區中正路一段2號
福島50英雄,國賓影城@金門昇恆昌金湖廣場,金門縣金湖鎮太湖路二段198號6樓
福島50英雄,國賓影城@高雄大魯閣草衙道,高雄市前鎮區中山四路100號3樓
福島50英雄,國賓影城@高雄義大世界,高雄市大樹區學城路一段12號3樓
罪人的控訴,國賓影城@台北長春廣場,台北市中山區長春路176號
羅根.,國賓影城@中和環球購物中心,新北市中和區中山路三段122號4樓
羅根.,國賓影城@八德廣豐新天地,桃園市八德區介壽路一段728號
羅根.,國賓影城@台北微風廣場,台北市復興南路一段39號7樓
羅根.,國賓影城@台北長春廣場,台北市中山區長春路176號
羅根.,國賓影城@台南國賓廣場,台南市中華東路一段66號
羅根.,國賓影城@屏東環球購物中心,屏東市仁愛路90號6樓
羅根.,國賓影城@新莊晶冠廣場,新北市新莊區五工路66號3樓
羅根.,國賓影城@林口昕境廣場,新北市林口區文化三路一段402巷2號4F
羅根.,國賓影城@淡水禮萊廣場,新北市淡水區中正路一段2號
羅根.,國賓影城@金門昇恆昌金湖廣場,金門縣金湖鎮太湖路二段198號6樓
羅根.,國賓影城@高雄大魯閣草衙道,高雄市前鎮區中山四路100號3樓
羅根.,國賓影城@高雄義大世界,高雄市大樹區學城路一段12號3樓
美好拾光公司,國賓影城@台北長春廣場,台北市中山區長春路176號
萬花嬉春,國賓大戲院,台北市成都路88號
萬花嬉春,國賓影城@台北微風廣場,台北市復興南路一段39號7樓
萬花嬉春,國賓影城@台北長春廣場,台北市中山區長春路176號
萬花嬉春,國賓影城@台南國賓廣場,台南市中華東路一段66號
蚵豐村,國賓影城@台北長春廣場,台北市中山區長春路176號
蝙蝠俠：開戰時刻,國賓影城@高雄大魯閣草衙道,高雄市前鎮區中山四路100號3樓
蝙蝠俠：開戰時刻,國賓影城@高雄義大世界,高雄市大樹區學城路一段12號3樓
見鬼的戀愛季節,國賓影城@屏東環球購物中心,屏東市仁愛路90號6樓
親愛的小孩,國賓影城@台北長春廣場,台北市中山區長春路176號
親愛陌生人,國賓影城@台北長春廣場,台北市中山區長春路176號
金魚俱樂部,國賓影城@台北長春廣場,台北市中山區長春路176號
銀翼殺手最終版,國賓大戲院,台北市成都路88號
銀翼殺手最終版,國賓影城@中和環球購物中心,新北市中和區中山路三段122號4樓
銀翼殺手最終版,國賓影城@八德廣豐新天地,桃園市八德區介壽路一段728號
銀翼殺手最終版,國賓影城@台北微風廣場,台北市復興南路一段39號7樓
銀翼殺手最終版,國賓影城@台北長春廣場,台北市中山區長春路176號
銀翼殺手最終版,國賓影城@台南國賓廣場,台南市中華東路一段66號
銀翼殺手最終版,國賓影城@屏東環球購物中心,屏東市仁愛路90號6樓
銀翼殺手最終版,國賓影城@新莊晶冠廣場,新北市新莊區五工路66號3樓
銀翼殺手最終版,國賓影城@林口昕境廣場,新北市林口區文化三路一段402巷2號4F
銀翼殺手最終版,國賓影城@淡水禮萊廣場,新北市淡水區中正路一段2號
銀翼殺手最終版,國賓影城@高雄大魯閣草衙道,高雄市前鎮區中山四路100號3樓
銀翼殺手最終版,國賓影城@高雄義大世界,高雄市大樹區學城路一段12號3樓
靠北少女,國賓影城@屏東環球購物中心,屏東市仁愛路90號6樓
黑暗騎士,國賓影城@中和環球購物中心,新北市中和區中山路三段122號4樓
黑暗騎士,國賓影城@台北長春廣場,台北市中山區長春路176號
黑暗騎士,國賓影城@高雄大魯閣草衙道,高雄市前鎮區中山四路100號3樓
黑暗騎士,國賓影城@高雄義大世界,高雄市大樹區學城路一段12號3樓
黑暗騎士：黎明昇起.,國賓影城@高雄大魯閣草衙道,高雄市前鎮區中山四路100號3樓
黑暗騎士：黎明昇起.,國賓影城@高雄義大世界,高雄市大樹區學城路一段12號3樓
