title,theater,location,ting
靠北少女,國賓影城@新莊晶冠廣場,新北市新莊區五工路66號3樓,2廳
靠北少女,國賓影城@林口昕境廣場,新北市林口區文化三路一段402巷2號4F,1廳
靠北少女,國賓影城@林口昕境廣場,新北市林口區文化三路一段402巷2號4F,5廳
靠北少女,國賓影城@淡水禮萊廣場,新北市淡水區中正路一段2號,3廳
靠北少女,國賓影城@金門昇恆昌金湖廣場,金門縣金湖鎮太湖路二段198號6樓,3廳
靠北少女,國賓影城@高雄大魯閣草衙道,高雄市前鎮區中山四路100號3樓,4廳
靠北少女,國賓影城@高雄大魯閣草衙道,高雄市前鎮區中山四路100號3樓,6廳
靠北少女,國賓影城@高雄義大世界,高雄市大樹區學城路一段12號3樓,7廳
黑暗騎士,國賓大戲院,台北市成都路88號,1廳
黑暗騎士,國賓大戲院,台北市成都路88號,2廳
黑暗騎士,國賓大戲院,台北市成都路88號,3廳
黑暗騎士,國賓影城@中和環球購物中心,新北市中和區中山路三段122號4樓,2廳
黑暗騎士,國賓影城@中和環球購物中心,新北市中和區中山路三段122號4樓,3廳
黑暗騎士,國賓影城@中和環球購物中心,新北市中和區中山路三段122號4樓,4廳
黑暗騎士,國賓影城@八德廣豐新天地,桃園市八德區介壽路一段728號,1廳
黑暗騎士,國賓影城@八德廣豐新天地,桃園市八德區介壽路一段728號,4廳
黑暗騎士,國賓影城@八德廣豐新天地,桃園市八德區介壽路一段728號,7廳
黑暗騎士,國賓影城@台北微風廣場,台北市復興南路一段39號7樓,1廳
黑暗騎士,國賓影城@台北微風廣場,台北市復興南路一段39號7樓,5廳
黑暗騎士,國賓影城@台北長春廣場,台北市中山區長春路176號,8廳
黑暗騎士,國賓影城@台北長春廣場,台北市中山區長春路176號,A廳
黑暗騎士,國賓影城@台南國賓廣場,台南市中華東路一段66號,A廳
黑暗騎士,國賓影城@台南國賓廣場,台南市中華東路一段66號,B廳
黑暗騎士,國賓影城@台南國賓廣場,台南市中華東路一段66號,C廳
黑暗騎士,國賓影城@台南國賓廣場,台南市中華東路一段66號,D廳
黑暗騎士,國賓影城@台南國賓廣場,台南市中華東路一段66號,E廳
黑暗騎士,國賓影城@屏東環球購物中心,屏東市仁愛路90號6樓,3廳
黑暗騎士,國賓影城@屏東環球購物中心,屏東市仁愛路90號6樓,5廳
黑暗騎士,國賓影城@新莊晶冠廣場,新北市新莊區五工路66號3樓,10廳
黑暗騎士,國賓影城@新莊晶冠廣場,新北市新莊區五工路66號3樓,6廳
黑暗騎士,國賓影城@林口昕境廣場,新北市林口區文化三路一段402巷2號4F,2廳
黑暗騎士,國賓影城@林口昕境廣場,新北市林口區文化三路一段402巷2號4F,4廳
黑暗騎士,國賓影城@淡水禮萊廣場,新北市淡水區中正路一段2號,2廳
黑暗騎士,國賓影城@淡水禮萊廣場,新北市淡水區中正路一段2號,5廳
黑暗騎士,國賓影城@淡水禮萊廣場,新北市淡水區中正路一段2號,7廳
黑暗騎士,國賓影城@金門昇恆昌金湖廣場,金門縣金湖鎮太湖路二段198號6樓,1廳
黑暗騎士,國賓影城@金門昇恆昌金湖廣場,金門縣金湖鎮太湖路二段198號6樓,6廳
黑暗騎士,國賓影城@高雄大魯閣草衙道,高雄市前鎮區中山四路100號3樓,10廳
黑暗騎士,國賓影城@高雄大魯閣草衙道,高雄市前鎮區中山四路100號3樓,1廳
黑暗騎士,國賓影城@高雄大魯閣草衙道,高雄市前鎮區中山四路100號3樓,3廳
黑暗騎士,國賓影城@高雄大魯閣草衙道,高雄市前鎮區中山四路100號3樓,6廳
黑暗騎士,國賓影城@高雄大魯閣草衙道,高雄市前鎮區中山四路100號3樓,8廳
黑暗騎士,國賓影城@高雄義大世界,高雄市大樹區學城路一段12號3樓,6廳
黑暗騎士,國賓影城@高雄義大世界,高雄市大樹區學城路一段12號3樓,8廳
黑暗騎士,國賓影城@高雄義大世界,高雄市大樹區學城路一段12號3樓,A廳
黑暗騎士：黎明昇起.,國賓大戲院,台北市成都路88號,1廳
黑暗騎士：黎明昇起.,國賓大戲院,台北市成都路88號,2廳
黑暗騎士：黎明昇起.,國賓大戲院,台北市成都路88號,3廳
黑暗騎士：黎明昇起.,國賓影城@中和環球購物中心,新北市中和區中山路三段122號4樓,1廳
黑暗騎士：黎明昇起.,國賓影城@八德廣豐新天地,桃園市八德區介壽路一段728號,2廳
黑暗騎士：黎明昇起.,國賓影城@八德廣豐新天地,桃園市八德區介壽路一段728號,7廳
黑暗騎士：黎明昇起.,國賓影城@八德廣豐新天地,桃園市八德區介壽路一段728號,8廳
黑暗騎士：黎明昇起.,國賓影城@台北微風廣場,台北市復興南路一段39號7樓,4廳
黑暗騎士：黎明昇起.,國賓影城@台北長春廣場,台北市中山區長春路176號,8廳
黑暗騎士：黎明昇起.,國賓影城@台北長春廣場,台北市中山區長春路176號,B廳
黑暗騎士：黎明昇起.,國賓影城@台南國賓廣場,台南市中華東路一段66號,A廳
黑暗騎士：黎明昇起.,國賓影城@台南國賓廣場,台南市中華東路一段66號,B廳
黑暗騎士：黎明昇起.,國賓影城@台南國賓廣場,台南市中華東路一段66號,D廳
黑暗騎士：黎明昇起.,國賓影城@屏東環球購物中心,屏東市仁愛路90號6樓,3廳
黑暗騎士：黎明昇起.,國賓影城@屏東環球購物中心,屏東市仁愛路90號6樓,5廳
黑暗騎士：黎明昇起.,國賓影城@屏東環球購物中心,屏東市仁愛路90號6樓,6廳
黑暗騎士：黎明昇起.,國賓影城@新莊晶冠廣場,新北市新莊區五工路66號3樓,11廳
黑暗騎士：黎明昇起.,國賓影城@新莊晶冠廣場,新北市新莊區五工路66號3樓,6廳
黑暗騎士：黎明昇起.,國賓影城@林口昕境廣場,新北市林口區文化三路一段402巷2號4F,3廳
黑暗騎士：黎明昇起.,國賓影城@淡水禮萊廣場,新北市淡水區中正路一段2號,8廳
黑暗騎士：黎明昇起.,國賓影城@金門昇恆昌金湖廣場,金門縣金湖鎮太湖路二段198號6樓,1廳
黑暗騎士：黎明昇起.,國賓影城@金門昇恆昌金湖廣場,金門縣金湖鎮太湖路二段198號6樓,6廳
黑暗騎士：黎明昇起.,國賓影城@高雄大魯閣草衙道,高雄市前鎮區中山四路100號3樓,10廳
黑暗騎士：黎明昇起.,國賓影城@高雄大魯閣草衙道,高雄市前鎮區中山四路100號3樓,1廳
黑暗騎士：黎明昇起.,國賓影城@高雄大魯閣草衙道,高雄市前鎮區中山四路100號3樓,3廳
黑暗騎士：黎明昇起.,國賓影城@高雄大魯閣草衙道,高雄市前鎮區中山四路100號3樓,8廳
黑暗騎士：黎明昇起.,國賓影城@高雄義大世界,高雄市大樹區學城路一段12號3樓,5廳
黑暗騎士：黎明昇起.,國賓影城@高雄義大世界,高雄市大樹區學城路一段12號3樓,6廳
黑暗騎士：黎明昇起.,國賓影城@高雄義大世界,高雄市大樹區學城路一段12號3樓,8廳
黑暗騎士：黎明昇起.,國賓影城@高雄義大世界,高雄市大樹區學城路一段12號3樓,A廳
